8950.15,5.59234
9011.7,5.66051
9070.5,5.71025
9126.49,5.74151
9185.3,5.75712
9238.39,5.75426
9294.46,5.73726
9344.89,5.70452
9395.24,5.65912
9442.85,5.60231
9487.64,5.53701
9532.35,5.46745
9571.67,5.39352
9610.82,5.3211
9647.23,5.25007
9680.74,5.18342
9714.42,5.12085
9748.01,5.06409
9778.78,5.01296
9809.56,4.96747
9840.41,4.92771
9868.28,4.89224
9899.14,4.86245
9927.09,4.83682
9955.21,4.81414
9985.9,4.79705
10013.9,4.78144
10041.9,4.77012
10069.8,4.76158
10098,4.7559
10125.9,4.75165
10153.9,4.75022
10184.7,4.75165
10212.7,4.75308
10240.7,4.75737
10268.7,4.76297
10299.5,4.77012
10327.5,4.77862
10355.4,4.78855
10386.3,4.79853
10414.2,4.81128
10445,4.82403
10473,4.83682
10503.8,4.85243
10531.9,4.86665
10562.6,4.88374
10593.5,4.90078
10624.3,4.91778
10652.2,4.93625
10683.1,4.95468
10713.8,4.97315
10744.6,4.99306
10775.4,5.01296
10806.2,5.03282
10839.7,5.05268
10870.6,5.07397
10901.4,5.09531
10932.2,5.1166
10965.7,5.13785
10996.6,5.15918
11030.2,5.18048
11061,5.20328
11094.6,5.22457
11128.2,5.24587
11158.8,5.2672
11192.5,5.28992
11226.1,5.31121
11259.7,5.33246
11293.3,5.35376
11326.9,5.37509
11360.4,5.39499
11394.1,5.41633
11427.7,5.4361
11464.1,5.45605
11497.7,5.47591
11531.3,5.49438
11567.7,5.51281
11601.3,5.53129
11637.6,5.54828
11671.2,5.56541
11707.6,5.58241
11744,5.59802
11780.4,5.61368
11814,5.62786
11886.8,5.6534
11923.2,5.66623
11959.6,5.67612
11998.7,5.68613
12035.1,5.69602
12071.6,5.70452
12107.9,5.71168
12147.1,5.71736
12183.5,5.72161
12222.7,5.72582
12259,5.72729
12298.3,5.72872
12337.5,5.72872
12373.9,5.72729
12413.1,5.72443
12452.2,5.72018
12491.5,5.71454
12530.6,5.706
12569.8,5.69745
12609.1,5.68613
12648.2,5.67473
12687.4,5.66051
12726.6,5.64351
12765.8,5.62647
12807.8,5.60652
12847,5.58523
12886.2,5.56112
12928.2,5.53558
12967.4,5.50717
13009.4,5.47738
13048.5,5.44469
13090.5,5.40922
13132.5,5.37223
13174.5,5.33246
13255.7,5.24439
13297.7,5.19756
13339.7,5.14643
13381.7,5.09245
13423.7,5.03707
13465.7,4.97745
13507.7,4.91353
13549.7,4.84679
13591.7,4.77723
13636.4,4.70478
13678.3,4.62664
13720.4,4.54572
13765.2,4.46051
13807.2,4.37101
13852,4.27587
13896.7,4.17791
13938.7,4.07275
13983.6,3.96491
14028.4,3.84982
14073.1,3.72914
14117.9,3.60274
14162.7,3.46926
14210.3,3.33006
14255.1,3.18237
14302.7,3.02899
14350.2,2.86712
14397.9,2.69952
14445.4,2.52342
14495.9,2.34311
14546.2,2.15704
14652.6,1.77921
14705.9,1.59322
14761.8,1.41145
14817.8,1.23964
14876.6,1.07625
14935.4,0.925732
14994.2,0.786492
15052.9,0.660173
15114.5,0.545172
15173.3,0.441448
15234.9,0.34917
